# MAG          N-AS          N-FS        MS-ID; note N_AS=0 highlights singles or FS only
     2.700         1         0         42959
     2.700         1         0         47037
     3.900         3         0         10717
     3.100         0         1          7315
     4.200         3         3         65221
     3.200         3         0         61006
     2.600         0         1         21682
     2.500         1         0          7312
     2.800         1         0         52289
     3.700         1         0         46379
     2.700         0         1         44156
     3.100         1         0         57396
     3.400         0         3         57101
     3.300         1         0         23771
     2.800         1         0          2801
     3.100         1         0         55618
     3.500         2         0         63594
     3.300         1         0         64286
     3.100         2         0         56372
     2.700         1         0         24773
     3.600         1         0         22027
     3.200         1         0         51862
     3.900         3         0         41282
     4.300         6         0         46085
     2.800         0         1         54601
     4.500        17         0         44250
     2.900         0         1         36748
     3.600         1         0         46098
     3.200         1         0          2803
     3.900         6         1         66818
     3.500         0         1         54124
     3.500         3         0         22697
     4.100         5         1         44380
     4.100         9         0         46933
     3.500         2         0         58876
     2.500         1         0         49487
     2.700         1         0         44620
     3.200         3         0         21600
     2.700         1         0         49275
     2.700         1         0         39104
     2.700         0         1         45070
     3.600         6         2         65101
     2.700         1         0         24651
     3.400         1         0         44126
     3.100         1         0         65606
     2.900         1         0         62796
     3.700         5         0         45109
     3.400         0         1         10775
     2.700         0         1          7326
     2.900         1         0         64314
     2.900         1         1         59659
     2.700         1         0         49921
     3.800         4         0         64305
     3.300         1         0         33899
     4.600        10         0         59981
     3.200         1         0         62787
     3.500         2         0         64403
     4.800        16         3         56392
     4.500        15         0         62583
     2.800         0         1         54183
     2.700         0         1          7327
     5.000        26         0         54184
     4.400         8         2         65087
     2.800         1         0         29392
     2.700         1         0         63446
     3.500         2         0         64180
     3.900         3         1         65063
     3.900         2         0         65273
     2.900         1         0          2820
     3.700         1         0         22131
     3.000         2         0          2821
     4.400        12         1         59255
     4.700        12         1         63261
     3.400         0         1         62415
     3.000         0         1         64554
     3.400         1         0         64003
     4.700        11         0         61312
     2.800         1         0         33056
     3.300         1         0         60455
     2.600         1         0         50467
     2.900         1         0         64005
     3.200         1         0          2826
     4.100         6         0         32666
     3.800         6         0         43476
     2.900         2         0         33677
     2.600         1         0         64555
     3.300         2         0         16156
     3.200         1         0          7332
     3.000         1         0         52732
     3.000         0         1         36816
     3.900         1         1         44362
     3.800         3         1         65554
     3.500         1         0         60436
     3.400         0         5         39632
     3.100         1         0         15835
     3.200         1         0         59880
     3.600         5         0         64061
     3.100         0         1         25584
     3.000         0         1         24257
     3.200         1         0         58832
     3.200         1         0         27328
     3.500         0         1         49349
     2.800         1         0         53992
     3.000         2         0         64553
     4.100         3         0         62757
     3.700         3         1         58619
     3.100         2         0         15486
     3.700         2         0         47136
     3.000         1         0          2838
     3.500         0         1         65232
     2.900         0         2         44504
     4.000         1         0         64257
     4.300        17         0          2839
     4.000         1         0         59257
     5.800        77         1         61638
     3.400         1         0         54538
     3.900         1         0         62638
     3.500         0         2         64215
     3.500         3         1         63484
     3.400         0         1         63485
     2.900         1         1         54603
     2.600         1         0         54177
     3.300         1         0         41687
     4.000         0         3         59294
     2.700         2         0         28746
     3.700         9         0         66602
     4.400        15         2         58802
     3.700         1         0         58775
     3.900         1         0          2840
     3.200         0         3         64688
     2.600         0         1         64438
     2.700         1         0          7343
     3.600         2         0         61326
     4.600         8         0         61640
     2.700         0         1         66737
     4.000         5         0         34039
     3.600         2         0         61086
     3.300         1         2         32366
     3.100         1         0         59756
     2.900         1         0         60746
     3.800         1         1         37150
     2.900         1         0         61910
     3.600         0         1         57416
     2.800         1         1         64323
     3.400         2         0         65675
     3.000         2         0         62668
     4.100        11         1         62680
     4.300         2         0         63512
     3.600         4         0         53620
     3.700         1         1         64681
     3.500         8         2         65472
     4.200         4         0         64220
     2.600         0         1         55785
     4.600         4         2         63639
     5.300        26         0         64319
     2.700         0         1         63515
     2.800         1         0         50486
     3.900         2         0         32286
     2.800         1         0         62316
     3.600         4         0         63495
     3.100         1         0         36380
     2.800         1         0         64691
     2.700         0         1         36121
     3.600         1         0         13663
     3.000         0         1         65331
     3.000         1         0         57125
     4.200         3         0         55649
     3.100         1         0         55901
     4.100         4         0         17341
     4.700         9         0         65696
     4.400         8         0         55869
     3.500         9         0         25160
     4.300         4         0         45806
     3.900         1         1         63264
     3.500         1         0          2849
     2.900         1         0         29748
     2.900         2         1         61008
     3.600         1         0         65430
     3.000         1         0         48537
     3.200         1         0         37148
     3.400         1         0         57412
     2.900         1         0         49915
     3.200         1         0         60122
     3.300         3         0         14303
     4.200         3         0          2856
     2.700         2         0         64728
     4.700        11         0         44137
     2.700         0         1         60134
     3.800         3         0         46631
     3.800         5         0         41481
     3.500         0         1         54140
     2.700         1         0         60892
     3.400         1         1         49202
     2.900         1         0         27303
     3.600         1         0         31518
     3.800         3         3         54010
     3.400         2         0         14074
     3.800         2         0         58590
     2.600         1         0         58782
     3.200         3         0         44382
     3.300         1         0         41482
     4.900        24         2         63407
     3.700         2         0         64762
     4.400         3         1          7354
     2.600         1         0         64641
     3.000         1         0         40991
     2.700         1         0         64112
     2.600         1         0         63455
     3.800         5         2         27808
     4.900        15         0         44388
     4.100         9         1         54025
     4.000         3         0         64631
     2.800         1         0         35517
     4.400         5         0         49494
     2.700         1         0         51968
     2.900         0         1         49555
     3.400         1         0         59631
     3.600         2         0         48042
     2.800         1         0          2864
     4.300         8         0          2865
     3.500         2         0          2867
     3.800         1         0          2868
     2.700         1         1         19253
     3.600         0         1         65253
     2.700         1         0         10808
     2.500         1         0         65024
     4.000         1         0         19244
     2.900         2         0         49574
     3.200         1         0         16512
     2.700         1         0          2870
     3.700         5         0         23719
     3.900         3         2         28660
     3.100         1         0         31892
     2.900         1         0         63470
     2.600         1         0          2876
     2.700         0         1         36797
     3.200         1         0         61988
     3.000         1         0         27391
     2.700         1         0         62103
     3.100         2         2         65464
     3.200         1         0         57404
     3.200         0         1         49521
     3.000         0         3         10811
     3.300         0         1         65280
     2.900         0         1         62888
     2.700         0         1          7376
     3.400         1         0         35492
     3.300         1         0         42287
     3.600         3         0         64643
     3.400         1         0         58515
     2.600         1         0         63992
     3.100         1         1         21092
     4.700        23         0         18578
     3.200         0         1         34546
     3.100         0         1         65507
     3.700         1         1          7377
     4.600         8         0         23374
     3.400         1         0         52005
     3.100         3         0         28767
     5.400        32         0         60386
     3.200         0         1         36829
     2.700         1         0         62349
     3.200         0         4         49432
     3.100         1         1         59628
     2.700         1         0         19105
     3.100         1         2         58840
     3.900         4         0         19251
     2.800         2         0         23873
     3.000         1         0          2888
     2.900         1         0         59757
     3.100         1         0         61219
     3.100         5         0         62354
     4.100         2         0         45578
     3.300         1         0          2890
     4.000         3         3         64101
     3.100         2         0         40262
     3.100         0         1         65443
     4.000         4         0         17707
     3.100         1         0         50175
     3.700         1         0         63458
     3.600         3         0         25489
     2.600         1         0          7383
     4.200         8         0          2896
     4.000         3         1          7390
     3.200         1         0         29587
     3.300         2         0         50033
     4.100         4         0         55538
     2.600         0         1          7391
     3.400         0         3         27160
     3.000         0         1         37436
     3.100         1         0         59762
     2.900         1         0         66623
     3.900         4         0         33315
     3.600         3         0         62604
     3.500         1         0         63478
     3.300         3         0         64205
     4.100         2         0          2903
     3.600         2         4         10844
     3.200         0         1          7400
     2.800         0         1         44029
     3.100         0         1          7401
     5.900       126         7         25612
     3.800         2         0         34721
     3.400         1         0          7398
     3.000         0         3         27445
     3.100         1         0          2910
     3.900         6         0          2911
     3.200         1         0         30235
     2.700         1         0         38291
     4.700         5         0         57409
     3.700         2         0         51847
     5.000        19         0          7392
     3.400         1         0          2915
     3.500         1         0          7406
     3.300         0         1         38455
     4.600         5         0         44586
     3.600         1         0         49567
     4.100         1         0         58808
     2.700         1         0         17162
     3.200         0         2         55443
     4.300         4         2         65263
     3.100         1         0         13585
     2.900         1         0         21302
     3.700         1         0         65463
     3.600         1         0         58780
     3.300         1         0         30265
     3.400         0         1         31458
     3.300         1         0          2919
     3.100         0         1         36080
     2.900         1         0         21640
     4.000         7         0         14184
     3.300         1         0          2923
     3.500         0         1          7415
     3.500         2         0         38452
     3.900         5         0          2926
     3.500         1         1         38108
     3.200         1         1         39668
     3.100         2         0         47145
     3.000         1         0         33196
     3.300         0         1         65038
     3.100         2         0         17034
     2.800         0         1         57233
     3.300         2         0         33440
     4.500         7         2         63520
     3.500         2         0          2928
     3.000         0         1         55439
     2.800         1         0         41359
     2.800         1         0         49317
     4.100         2         0         49469
     2.900         1         0         64232
     3.500         2         0         36378
     2.800         2         0         63571
     2.800         2         0          2930
     4.700         7         0         38290
     4.100         3         0         65471
     3.600         1         0         41757
     2.700         2         0         37320
     4.800        15         0          2933
     3.000         1         0         31828
     3.300         0         1         46044
     2.600         1         0         48231
     2.800         0         1          7444
     3.400         1         0         44312
     3.200         1         0         10854
     4.700         8         0         10860
     4.600         2         0         19284
     3.300         1         0         25640
     3.600         2         0         17945
     3.100         1         0         38437
     2.600         0         1         30307
     4.800        16         3         65501
     3.900         3         4         34760
     3.200         0         1         63390
     4.200         1         0         40960
     3.500         3         0         43980
     3.900         7         0          7360
     3.800         2         0         65455
     3.500         0         4         25630
     3.500         1         0         63577
     3.900         1         0          2946
     4.500         8         0         10869
     3.700         1         0         35612
     2.900         1         0          2953
     5.300        13         0         25602
     3.500         2         0         48335
     2.800         1         1         19296
     3.400         2         0         31822
     3.600         1         0         36012
     5.000        15         1         34763
     3.300         1         1         57290
     3.700         1         0         38432
     2.900         1         0         30182
     2.800         3         0         60459
     3.400         3         1          7455
     3.400         2         0         47098
     2.900         1         0         29091
     3.400         0         1         39215
     2.800         2         0         30279
     3.400         2         0          2963
     3.900         1         0         42461
     3.000         1         1         10873
     2.600         1         0         61530
     2.900         0         1         35479
     3.100         1         0         66223
     3.000         0         1         38492
     3.100         0         2          7459
     3.900         1         3          7461
     3.500         2         0         38488
     2.800         1         0         61025
     3.400         0         1         64961
     3.700         2         0         64962
     2.900         0         1         24968
     4.600         9         2         45719
     3.200         2         0         65204
     3.700         2         0          7439
     3.600         1         0         25643
     4.100         1         1          7466
     2.900         1         0         46330
     2.900         1         0         43255
     4.000         1         0         19305
     3.500         2         0         34762
     3.200         0         4         25623
     3.000         1         0          2977
     3.600         1         0         30302
     2.600         0         1         10885
     4.900         4         0         58965
     3.900         2         0          2979
     2.700         1         0         60452
     3.000         0         1         41872
     2.800         1         0         61078
     3.300         1         0         62350
     3.400         0         1         10886
     3.900         1         0          2983
     3.000         1         0         41679
     5.000         9         1         20757
     3.000         1         0         32081
     3.000         1         0         39181
     4.000         2         0         35222
     5.900       156         1          7477
     3.700         1         0         10928
     3.300         2         1         25707
     3.100         2         1         19317
     5.400        70         0         19319
     3.500         2         0         25693
     2.900         1         0         25678
     3.600         1         0         62318
     3.700         1         0         63931
     4.300         6         1         30326
     2.800         0         1         25714
     3.400         0         1         34782
     2.700         1         0         30362
     3.600         2         0          2991
     3.300         1         0         19378
     2.500         2         0         19346
     3.100         0         1         29287
     3.000         1         0         25683
     2.600         0         1         38507
     3.000         1         0         30345
     2.900         1         0         34694
     4.500         6         1         19307
     3.100         2         0         60248
     3.300         1         0         30266
     3.500         2         0          2996
     3.400         2         0          7479
     3.800         0         1         54014
     3.500         3         0         43375
     4.100         3         0          3001
     3.500         1         0          3003
     3.300         2         0         58529
     3.000         1         0         59740
     3.500         1         0         44683
     3.900         3         0         60742
     4.300        11         0          7482
     3.500         1         0         34777
     3.200         1         1         57164
     3.700         4         0         47380
     3.300         0         2         44247
     2.800         0         1         25726
     4.000         1         0         10724
     4.000         0         1         49362
     3.900         2         0         58821
     2.800         1         0          3010
     3.100         1         0          3011
     2.800         1         0         29781
     4.500         7         6         30303
     3.100         1         0         28199
     3.100         2         0         30384
     3.400         2         0         19384
     3.600         1         0         34752
     3.600         1         0         18329
     2.800         0         1         19241
     3.000         0         1         34702
     3.000         1         0          3012
     3.000         0         3         29391
     3.200         3         0         30319
     3.900        11         1         34797
     4.500        11         1          7498
     3.500         2         0         34799
     3.200         2         0         19332
     2.900         0         1         19316
     4.500         4         0         10446
     4.600         4         0         21101
     2.600         0         1         64193
     5.100        39         0         43280
     3.400         1         0         35356
     3.400         0         1         65277
     4.300         9         4         65588
     3.500         0         1         54532
     3.300         1         1         65591
     3.300         1         0         37393
     2.800         0         1         44678
     2.700         1         0         52628
     3.800         3         0          3022
     2.800         0         1         64228
     4.400         7         0         64226
     3.300         0         1          7504
     3.100         1         0          3025
     3.700         1         0         11031
     4.600         9         0         54453
     4.100         3         0          3026
     4.000         1         0         22560
     4.500         2         0         25692
     4.100         1         0         34793
     4.200         4         7         66237
     3.100         3         0         65972
     2.500         1         0         58908
     3.700         3         0         36059
     3.000         1         0         10917
     3.200         0         1         25618
     3.300         1         0          3030
     3.400         1         0         57848
     3.800         1         0         15668
     4.100         1         0         10874
     3.300         1         0         31919
     3.000         1         0         55758
     2.900         1         0         58584
     2.600         0         1         61509
     3.700         2         3         39173
     3.300         0         1         57245
     2.800         0         1         61027
     6.300       359         6         21154
     3.100         2         0         38932
     3.500         1         0         35410
     2.900         2         0         35394
     2.900         1         0         26923
     4.600        11         0         26998
     3.500         2         1         35368
     3.200         1         1         44971
     2.600         0         1         25658
     3.300         1         0         47395
     3.700         1         0          3041
     2.900         0         1         42915
     4.900        33         4         32032
     3.600         1         0         39443
     2.500         1         0         36215
     2.600         1         0         25635
     4.000         8         0         39459
     3.600         1         0         36214
     4.000         4         0         39464
     5.000        29         0         27043
     3.500         1         0         35378
     3.900         1         0         19389
     3.000         1         0         42706
     2.500         1         0         49418
     3.300         1         1         47399
     3.700         4         0         38912
     2.800         1         0         10922
     3.300         1         0         42189
     3.400         1         0         47398
     3.800         2         0          3050
     3.400         0         1         38915
     5.700       132         7         46082
     3.000         2         1         31300
     2.600         1         0         48321
     2.600         1         0         52673
     3.100         0         1         54580
     3.500         2         0         50593
     3.200         1         0         27327
     3.200         1         0         27063
     3.300         0         1         42718
     3.000         1         0         50556
     3.300         1         0         42710
     2.700         1         0         60831
     3.000         0         1         47634
     4.000         1         0         48323
     3.000         1         0         50610
     2.600         2         0         55886
     3.100         2         0         52690
     3.000         1         0         48263
     3.200         1         1         52666
     4.600        11         0         52674
     3.200         1         0         24620
     3.400         1         0         17072
     3.900         0         2         45315
     3.400         1         0         49839
     3.300         1         0          3060
     2.800         0         1         58006
     3.500         2         1         58005
     3.700         4         1         35472
     5.300        49         0         38943
     3.300         1         0         42271
     3.600         2         0         28809
     3.800         2         1         49854
     3.500         0         1         45317
     4.500         2         0         42273
     3.000         1         0         52237
     4.100         5         1         50544
     3.500         1         0         45007
     3.200         1         0         59287
     3.100         3         0         45704
     2.900         1         0         42242
     2.800         2         0          3073
     3.900         2         1         65281
     2.800         1         0         32681
     2.800         1         0         32206
     3.600         0         1         42200
     3.300         1         0         16221
     3.000         0         1         50343
     3.200         2         0          7500
     2.900         1         0          3078
     3.000         0         2         47637
     4.500         4         0         42183
     3.200         1         0         54562
     4.300         3         2         11037
     4.000         3         1         19403
     3.000         1         0         26942
     3.100         0         1         42709
     2.900         1         0         21849
     2.700         1         0         65074
     2.700         1         0         48282
     4.600         4         0         63378
     6.900      2274        96         46463
     2.900         1         0         46470
     2.700         2         0         49114
     3.700         0         1         55281
     3.200         0         1         59422
     2.700         0         1         61352
     3.000         1         0         35383
     3.300         2         1         59574
     3.800         2         2         60542
     3.200         0         1         51058
     4.000         4         0         60648
     3.200         1         0         58181
     3.200         2         0         48819
     4.400        10         0         51044
     4.200         4         0         44946
     3.500         1         0         56657
     3.800         1         0         53020
     2.800         1         0         51060
     2.800         1         0         51643
     4.600        13         0         51195
     2.900         0         1         57013
     4.200         4         1         29069
     3.500         1         0         49069
     3.900         3         0         48841
     3.700         1         1         51576
     3.700         0         1         55076
     3.200         1         1         60642
     3.300         1         0         53160
     2.800         1         0         60641
     3.600         0         1         56852
     3.100         0         1         53001
     3.300         0         1         58066
     3.200         1         0         54781
     2.800         0         1         53246
     4.300         5         2         56904
     2.600         1         0         58115
     3.100         1         0         55292
     4.200         0         2         58294
     3.100         1         0         56997
     3.400         2         0         53508
     3.900         1         0         56991
     3.100         2         0         56749
     4.300         3         1          7533
     3.900         1         0         51231
     3.400         1         0         54796
     3.400         5         1         59635
     3.100         0         2         47868
     3.100         0         1         60637
     2.800         0         1         59190
     4.200         0         1         52224
     4.400         5         0         50988
     3.800         3         0         35465
     3.400         1         0         50383
     3.100         0         1         42230
     3.300         1         0         44984
     2.800         2         1         52235
     2.700         0         1         60646
     3.500         0         1         56897
     3.000         2         0         59423
     2.700         1         0         46906
     3.300         0         1         55055
     3.300         1         0          3092
     3.700         1         1         63282
     3.400         1         0         55280
     3.000         1         0         28999
     4.200         4         0         32878
     3.100         1         0         54952
     3.100         1         0         55063
     2.900         0         1         61369
     3.300         1         0         11027
     3.300         2         0         48902
     3.600         1         1         53509
     4.700         7         1         56770
     2.800         1         0         51038
     3.400         3         2         59443
     3.100         1         0         56577
     4.300         5         0         58094
     3.500         1         0         48869
     2.800         0         1         57012
     3.400         1         1         28556
     3.500         3         0         51016
     2.800         0         1         53413
     3.000         1         0         10588
     3.400         1         1         52974
     3.500         4         2         11049
     3.800         2         0         58318
     3.300         1         0         57050
     3.500         1         1         52985
     4.200         5         0         57997
     3.400         0         1         55279
     2.800         1         0         53274
     3.000         1         0         42239
     3.300         0         1         64648
     2.600         1         0         60643
     3.300         0         3         61408
     4.300         6         2         63296
     2.900         0         1         58425
     5.400        68         9         53458
     3.600         2         0         51677
     5.400        67         0         55065
     2.900         1         0         59501
     2.900         1         0         49805
     3.600         3         0         33037
     3.300         1         0         59606
     4.200         6         0         61387
     3.700         1         0         59503
     3.400         1         0         49026
     4.000         6         0         47639
     2.700         1         0         55270
     3.700         1         5         60675
     3.500         2         0         56816
     3.900         1         4         54358
     2.900         1         0         48936
     2.800         1         0         56180
     3.200         1         0          3102
     2.900         1         0         34519
     3.300         2         0         49086
     3.900         4         0         50951
     2.900         1         0         50037
     2.700         1         0         48872
     3.500         3         0         58883
     3.200         4         0         52968
     3.000         2         0         58089
     2.700         0         1         59323
     2.600         0         1         58229
     2.900         1         0         46893
     3.200         0         1         29223
     2.900         1         0         51430
     3.300         1         0         48927
     3.500         1         0         53009
     4.000         1         0          3110
     3.000         1         0         58308
     2.900         2         0         54783
     2.600         0         1         61048
     4.000         9         0         49516
     3.800         4         0         51981
     3.500         0         1          7541
     3.100         1         1         59484
     3.100         1         1         57518
     3.700         3         0         48809
     3.600         6         0         65490
     4.000         3         1         58316
     4.200         6         0         59538
     5.300        45         1         63429
     3.100         1         0         66107
     3.800         2         0         48705
     3.200         1         0         66222
     2.700         0         1         50602
     3.100         1         0         61393
     3.100         1         0         33516
     3.700         2         0         58402
     2.900         1         0         65270
     3.200         2         0         28759
     2.800         1         0         64173
     3.500         0         1         64651
     4.300         5         2         41870
     4.600         2         0         28385
     3.000         0         1         58415
     3.500         1         0         56933
     3.600         1         0         33468
     4.300         2         0         51011
     4.300         5         0         39711
     2.800         1         0          3122
     2.700         0         1         25711
     2.900         0         1         55277
     2.800         1         0          3126
     3.100         0         1         53389
     2.700         0         1         10620
     3.500         1         0         64095
     4.500         7         1         53321
     3.400         1         1         38973
     4.000         4         0         42875
     3.200         1         0         45026
     3.500         1         0         65934
     3.500         2         0         58413
     4.200         3         1         60667
     5.700       108         1         16525
     4.200         1         3         28963
     2.800         1         0         40491
     3.000         2         0         43510
     4.100         4         0         32819
     2.800         1         0         28966
     3.000         1         0         32843
     2.600         0         1         55286
     4.400         8         0         32818
     4.000         2         0         23621
     2.600         1         0         32841
     4.900        14         0         36977
     3.000         2         0         28964
     3.500         0         1         30373
     3.600         1         0          3134
     2.700         1         0         15273
     3.300         2         0         28965
     4.400         3         0         28220
     4.500         8         8         53030
     4.200         3         0         53010
     3.500         1         0          7546
     3.400         1         0         58412
     2.900         1         0         35422
     3.500         2         0         56650
     3.700         2         0          3138
     3.200         0         2         56679
     2.700         1         0         53175
     2.900         0         1         59564
     3.100         1         0         32193
     2.900         1         0          3141
     3.300         1         0         54862
     3.500         1         0         62939
     2.700         0         2         58143
     4.600        15         0         56827
     3.400         3         0         58263
     2.600         0         1         32864
     5.200        34         0         41493
     3.100         1         0         40936
     3.400         0         1         59555
     3.600         1         1          7552
     2.500         1         0         62457
     4.200         8         0         36936
     2.900         0         1         54917
     2.900         2         0         48921
     4.100         3         0         40503
     3.800         0         1         51970
     3.200         1         0          3151
     4.000         3         0         51293
     2.800         2         0         53218
     3.300         1         0         36926
     3.000         3         0         43507
     2.800         1         0         43514
     4.300         5         0         39284
     3.200         0         2         21190
     4.100         5         3         33062
     3.900         1         0         53505
     2.900         1         1         57296
     3.400         1         1         54416
     3.100         1         1         55218
     2.600         0         3         63078
     3.400         1         0          3158
     4.600         8         1          7559
     2.800         0         2         58283
     2.700         1         0         42877
     4.500         6         0         60852
     3.600         1         0         60851
     3.100         1         1         11053
     3.300         1         0         53104
     2.700         1         0         28967
     4.500        10         4         58314
     3.200         3         0         60619
     4.400        10         1          7564
     3.300         1         0         11060
     3.500         0         1         33007
     2.900         0         1         35388
     3.400         1         0         55006
     4.000         4         2         55106
     3.300         3         1         59826
     3.300         1         1         58286
     3.300         4         1          7567
     4.100         2         0          3169
     3.300         2         0         58329
     3.200         1         1         32867
     2.900         0         1         54301
     3.500         1         0         49099
     2.600         0         1         27442
     3.400         1         0         53085
     3.300         1         0         25390
     5.300        51        10         53513
     4.300         5         0         60566
     3.800         6         2         58433
     2.900         1         0         17021
     4.100         1         0         64632
     3.200         3         0         37019
     3.900         3         2         60590
     3.500         2         1         58436
     3.100         1         0         32800
     3.500         0         1         58326
     2.700         2         0         51612
     3.900         3         1         59354
     3.500         2         1          7576
     3.500         3         0         47434
     3.200         3         0         47641
     3.200         1         0         61446
     2.900         1         0         55324
     3.500         0         1         53279
     2.600         1         0         51372
     3.100         0         1         55041
     3.700         1         1         30006
     3.200         1         0         56766
     4.800         7         1         41073
     2.800         1         0         44086
     2.600         1         0         46604
     2.800         0         1         44217
     3.000         1         0          3195
     3.500         5         0         32806
     3.900         1         3         49215
     2.700         1         0          3197
     3.400         2         1         11036
     3.900         3         0         49225
     3.000         1         0         54946
     3.400         1         2         11042
     3.400         1         1         39354
     3.300         1         0         56846
     4.000         1         1         60659
     3.500         2         0         61433
     3.000         1         0         28426
     2.900         1         0         44425
     4.500         5         3         60651
     2.800         2         0         48638
     2.800         3         0         10793
     3.600         1         0          3216
     3.200         1         0         56990
     2.700         1         0         50083
     3.400         1         0         53053
     3.500         0         2         54565
     3.100         1         0         64280
     3.700         1         0         56429
     3.300         0         2          7591
     4.100         4         0         63295
     2.900         1         1         11039
     3.000         1         0         59442
     5.300        24         0         48847
     3.000         1         0         55215
     6.400       575         3         36980
     3.900         6         0         40656
     3.300         1         1         40753
     3.400         1         0         48377
     3.100         2         0         50095
     2.900         0         1         53439
     2.700         0         1         43625
     3.400         0         1         58022
     2.700         1         0         43702
     6.000       149        11          7604
     3.400         1         0         56807
     2.700         0         1         25772
     3.100         1         0          3233
     3.200         1         0         25753
     4.500        14         1         43696
     3.000         1         0         48404
     2.600         0         1         43736
     3.300         1         0         11119
     4.200         3         6         58037
     3.500         2         1         46239
     3.800         1         2         25754
     4.300        13         0         22920
     4.800         3         1         60497
     2.700         1         0         40110
     4.100         2         0         34807
     3.200         1         0         40112
     4.900        16         0         52767
     3.900         1         0         19478
     2.700         1         0         36497
     2.600         1         0         11108
     3.900         2         2         46183
     3.200         0         1         25752
     2.500         1         0         11126
     4.400         4         0         55216
     3.400         1         0         13374
     4.100         3         0         11142
     2.700         1         0         53763
     4.500         5         0         46259
     4.500         6         1         42188
     3.700         1         0         38900
     3.200         1         0         58029
     3.100         1         0         62195
     3.200         1         0          7608
     4.000         3         1         54612
     3.000         1         0         58021
     3.300         3         0         40740
     3.400         1         0         46252
     2.700         1         0         43689
     3.300         1         0         40680
